Image,Status,ErrorDesc,Barcode,CenterCode,RollCourse,RollNo,Ques 1,Ques 2,Ques 3,Ques 4,Ques 5,Ques 6,Ques 7,Ques 8,Ques 9,Ques 10,Ques 11,Ques 12,Ques 13,Ques 14,Ques 15,Ques 16,Ques 17,Ques 18,Ques 19,Ques 20,Ques 21,Ques 22,Ques 23,Ques 24,Ques 25,Ques 26,Ques 27,Ques 28,Ques 29,Ques 30,Ques 31,Ques 32,Ques 33,Ques 34,Ques 35,Ques 36,Ques 37,Ques 38,Ques 39,Ques 40,Ques 41,Ques 42,Ques 43,Ques 44,Ques 45,Ques 46,Ques 47,Ques 48,Ques 49,Ques 50,Ques 51,Ques 52,Ques 53,Ques 54,Ques 55,Ques 56,Ques 57,Ques 58,Ques 59,Ques 60,Ques 61,Ques 62,Ques 63,Ques 64,Ques 65,Ques 66,Ques 67,Ques 68,Ques 69,Ques 70,Ques 71,Ques 72,Ques 73,Ques 74,Ques 75,Ques 76,Ques 77,Ques 78,Ques 79,Ques 80,Ques 81,Ques 82,Ques 83,Ques 84,Ques 85,Ques 86,Ques 87,Ques 88,Ques 89,Ques 90,Ques 91,Ques 92,Ques 93,Ques 94,Ques 95,Ques 96,Ques 97,Ques 98,Ques 99,Ques 100,Ques 101,Ques 102,Ques 103,Ques 104,Ques 105,Ques 106,Ques 107,Ques 108,Ques 109,Ques 110,Ques 111,Ques 112,Ques 113,Ques 114,Ques 115,Ques 116,Ques 117,Ques 118,Ques 119,Ques 120,Ques 121,Ques 122,Ques 123,Ques 124,Ques 125,Ques 126,Ques 127,Ques 128,Ques 129,Ques 130,Ques 131,Ques 132,Ques 133,Ques 134,Ques 135,Ques 136,Ques 137,Ques 138,Ques 139,Ques 140,Ques 141,Ques 142,Ques 143,Ques 144,Ques 145,Ques 146,Ques 147,Ques 148,Ques 149,Ques 150,Ques 151,Ques 152,Ques 153,Ques 154,Ques 155,Ques 156,Ques 157,Ques 158,Ques 159,Ques 160,Ques 161,Ques 162,Ques 163,Ques 164,Ques 165,Ques 166,Ques 167,Ques 168,Ques 169,Ques 170,Ques 171,Ques 172,Ques 173,Ques 174,Ques 175,Ques 176,Ques 177,Ques 178,Ques 179,Ques 180,Ques 181,Ques 182,Ques 183,Ques 184,Ques 185,Ques 186,Ques 187,Ques 188,Ques 189,Ques 190,Ques 191,Ques 192,Ques 193,Ques 194,Ques 195,Ques 196,Ques 197,Ques 198,Ques 199,Ques 200,Ques 201,Ques 202,Ques 203,Ques 204,Ques 205,Ques 206,Ques 207,Ques 208,Ques 209,Ques 210,Ques 211,Ques 212,Ques 213,Ques 214,Ques 215,Ques 216,Ques 217,Ques 218,Ques 219,Ques 220,Ques 221,Ques 222,Ques 223,Ques 224,Ques 225,Ques 226,Ques 227,Ques 228,Ques 229,Ques 230,Ques 231,Ques 232,Ques 233,Ques 234,Ques 235,Ques 236,Ques 237,Ques 238,Ques 239,Ques 240,Ques 241,Ques 242,Ques 243,Ques 244,Ques 245,Ques 246,Ques 247,Ques 248,Ques 249,Ques 250
image0314.jpg,Done,Error in reading groups: RollNo,12158,HW,B,923067,B,C,B,A,C,B,,D,B,C,B,,A,D,D,,A,B,A,C,A,D,,,C,A,D,B,D,C,D,A,B,C,A,A,C,B,D,C,D,,,B,D,A,D,B,C,D,A,A,B,A,C,,A,C,A,A,C,B,C,D,,B,B,D,A,C,D,A,A,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,D,,B,,D,D,B,A,D,A,C,B,A,,,A,A,,,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0315.jpg,Done,Error in reading groups: RollNo,12150,HW,B,923070,C,,,,,,,C,,,,,,,,,,,,,,,,,,C,,B,,C,,,D,D,,,C,,,,,,,,D,D,,D,A,D,,A,,D,D,D,A,D,C,,,,D,A,D,D,B,D,,A,D,A,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,A,,,B,B,,C,,C,,C,D,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0316.jpg,Done,Error in reading groups: RollNo,12152,HW,B,923073,B,,A,B,A,B,C,C,C,,A,,A,B,D,B,A,,,C,B,D,A,,D,,C,A,C,A,D,B,D,D,D,C,,,B,D,,D,D,D,,A,A,C,C,C,B,A,C,A,B,D,A,A,C,C,C,B,C,A,A,A,A,C,D,D,B,D,D,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,"C,D",,C,D,,B,D,D,D,A,C,A,C,A,D,B,D,C,D,B,,A,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0317.jpg,Done,Error in reading groups: RollNo,12134,HW,B,923078,A,B,A,C,A,C,D,B,A,C,A,B,A,B,D,"A,C",A,C,A,A,C,D,A,A,D,C,D,C,D,D,A,C,D,A,C,A,B,B,C,B,D,,,,,,C,A,,,A,C,C,,,B,A,,C,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,C,B,D,,B,D,A,A,C,A,B,C,B,A,A,,,,C,,,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0318.jpg,Done,Error in reading groups: RollNo,12157,HW,B,923079,,B,A,,,,A,,,,,D,,A,A,A,,,,,,A,A,,A,,,A,,,D,D,,D,A,,,,A,A,,,,,,A,B,A,"A,D",D,C,A,B,D,B,,A,A,,C,B,C,C,,D,,B,D,D,A,D,A,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,C,B,D,D,B,D,D,D,A,C,B,C,B,D,D,D,D,D,A,A,"B,D",B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0319.jpg,Done,Error in reading groups: RollNo,12197,HW,B,923094,A,A,B,A,C,D,,B,D,A,C,A,C,A,,D,B,B,,,A,D,A,A,D,B,D,C,C,,,,D,B,,B,,C,A,C,A,D,D,,A,B,D,C,A,C,C,A,B,D,B,,A,A,C,C,D,A,C,,A,A,B,D,D,D,D,,B,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,D,,A,B,D,,B,,C,C,C,C,D,C,B,B,B,C,B,D,B,A,C,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0320.jpg,Done,Error in reading groups: RollNo,13161,HW,B,923081,A,A,C,A,B,D,A,C,D,A,A,A,C,B,B,B,A,B,C,A,D,D,B,D,A,A,D,C,C,C,D,C,A,C,B,A,B,A,C,A,B,C,D,B,C,B,C,A,A,D,B,C,D,D,D,C,A,D,C,C,B,B,C,A,D,A,B,D,A,C,D,A,A,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,A,B,A,D,A,C,A,D,D,C,C,C,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0321.jpg,Done,Error in reading groups: RollNo,13162,HW,B,923082,B,A,A,B,,"A,D",A,,,,D,,,,,A,A,B,,,A,D,B,A,C,A,D,C,C,B,D,C,B,A,C,B,A,C,"A,B",A,A,D,B,C,A,C,C,B,A,C,B,A,C,C,A,D,A,B,C,C,D,B,D,A,B,B,B,D,A,D,B,B,C,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,A,B,D,B,B,D,D,C,B,C,C,C,B,B,"A,B",A,C,D,D,C,D,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0322.jpg,Done,Error in reading groups: RollNo,13181,HW,B,923084,B,A,,A,B,C,A,D,,B,B,C,A,B,A,,,B,,,,D,B,A,D,B,D,C,D,C,D,D,D,B,A,B,A,B,A,D,A,C,B,D,D,A,C,D,D,D,C,C,B,C,B,D,A,B,C,D,A,B,D,A,A,A,B,D,D,C,C,D,C,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,D,A,D,D,A,D,D,A,D,C,C,C,B,D,A,C,C,C,D,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,D,D
image0323.jpg,Done,Error in reading groups: RollNo,13199,HW,B,923086,A,B,A,A,,,C,C,,,,,A,,,D,A,A,,,,D,,C,,A,,C,,A,D,D,C,,A,,,A,,A,,,A,,,A,B,,A,D,B,A,B,A,B,D,C,B,B,,A,,D,D,,A,D,D,D,,D,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,B,D,C,C,A,D,B,A,D,A,D,B,,C,B,D,A,A,C,,B,D,D,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0324.jpg,Done,Error in reading groups: RollNo,13163,HW,B,923087,A,C,A,C,D,B,D,B,C,A,B,D,A,B,D,A,C,B,A,A,C,A,D,C,C,B,A,D,C,A,D,D,C,B,D,A,C,B,A,C,B,C,A,D,A,C,B,D,A,C,B,A,B,D,C,A,A,A,B,D,C,B,C,A,D,C,B,D,A,D,D,A,C,D,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,B,D,A,D,C,A,D,D,A,A,B,C,A,D,A,B,C,D,C,A,D,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0325.jpg,Done,Error in reading groups: RollNo,13164,HW,B,923088,A,B,A,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,D,C,C,D,C,C,A,C,B,D,C,B,C,A,D,A,A,D,C,D,A,A,C,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,B,B,A,D,B,A,A,A,D,C,D,C,B,D,A,A,C,D,B,D,C,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0326.jpg,Done,Error in reading groups: RollNo,13176,HW,B,923089,A,B,A,D,D,C,A,D,C,A,A,B,B,D,D,A,A,A,B,A,C,A,D,D,A,D,D,B,C,D,D,A,D,A,A,C,A,D,A,D,C,D,D,A,C,C,D,D,A,A,B,A,A,C,B,D,A,,B,C,A,A,C,A,A,B,B,C,D,D,B,D,C,B,A,A,D,A,B,,,,,,,,,,,,,,,,,,,,,,A,D,D,B,D,D,A,B,D,A,D,C,A,A,C,B,D,D,B,D,A,A,B,A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0327.jpg,Done,Error in reading groups: RollNo,13177,HW,B,923092,B,,,,,,A,B,,,B,D,,A,B,,C,,,,,D,,,D,C,,A,D,,D,D,,,C,C,,,,,,,D,,,C,C,,D,B,B,C,C,C,B,,A,,,,A,,,A,,,B,D,C,C,,A,,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,"B,D","C,D",C,C,D,D,B,,D,D,,D,,C,A,,,A,C,D,,A,,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0328.jpg,Done,Error in reading groups: RollNo,13178,HW,B,923095,B,C,A,C,B,,C,B,C,C,B,D,A,A,A,B,D,B,A,C,A,A,,C,D,D,B,C,D,A,D,D,C,B,C,A,B,D,A,D,,C,D,D,D,A,C,C,A,D,C,D,C,B,B,C,D,A,C,D,D,B,C,A,,C,D,D,D,C,D,A,A,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,A,,D,B,D,C,D,D,C,B,C,B,A,B,A,A,D,D,,D,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0329.jpg,Done,Error in reading groups: RollNo,13179,HW,B,923096,B,,A,B,B,C,D,D,A,B,A,,,D,,,B,,D,,A,,,,D,B,C,,D,B,D,B,D,,A,D,C,A,C,C,,C,,B,B,C,,,B,B,C,C,,C,D,A,B,A,C,B,C,B,A,D,B,A,C,D,C,,B,D,A,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,C,D,A,D,C,B,D,C,D,C,C,C,C,,B,C,C,,,B,D,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0330.jpg,Done,Error in reading groups: RollNo,13165,HW,B,923099,A,B,A,D,D,C,A,B,C,A,,A,,A,,,C,,,B,C,A,C,,B,,,A,D,,A,,D,,A,A,,,B,A,B,A,,B,A,A,C,C,C,C,C,C,A,A,,D,A,A,C,D,A,B,C,A,A,A,B,D,D,A,D,A,A,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,D,A,C,D,B,A,C,A,D,A,B,C,,,A,C,,D,D,D,,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0331.jpg,Done,Error in reading groups: RollNo,13168,HW,B,923100,,,,,,,,,,,,,,,B,,D,,C,,,A,A,,A,B,B,,D,C,D,C,,,,,D,D,A,C,A,D,C,D,D,B,A,C,D,C,D,C,D,A,B,D,A,,C,C,A,C,D,D,D,D,A,D,,D,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,D,D,D,B,C,D,D,D,A,A,C,,,B,A,C,A,D,,D,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0332.jpg,Done,Error in reading groups: RollNo,13166,HW,B,923104,A,D,D,A,,,,B,B,,A,,A,A,D,C,A,B,D,,C,A,D,,D,,A,,C,,D,D,,D,A,C,A,D,A,,A,C,D,B,B,C,B,A,A,A,,A,B,C,D,D,A,A,,C,,C,,D,,B,B,D,A,D,B,A,C,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,A,,D,A,B,A,D,D,B,C,A,C,B,B,A,A,A,D,B,C,A,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0333.jpg,Done,Error in reading groups: RollNo,13167,HW,B,923106,A,C,C,A,A,A,B,B,C,B,B,A,B,C,A,B,A,C,C,A,A,A,A,C,A,A,C,C,B,C,D,D,D,A,C,A,B,B,A,B,A,C,B,B,D,A,C,C,A,C,C,C,B,D,B,A,A,B,C,C,A,D,C,,D,D,B,A,A,D,D,A,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,B,A,A,D,B,D,D,D,D,C,A,C,B,A,A,B,B,D,D,C,C,D,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0334.jpg,Done,Error in reading groups: RollNo,13169,HW,B,923108,A,C,A,C,A,,C,B,A,B,C,D,A,B,A,C,A,B,A,C,D,A,A,D,D,B,A,D,A,C,D,D,C,B,A,B,D,A,B,D,A,D,D,B,D,A,C,B,D,C,C,A,C,,D,,A,D,C,C,B,C,D,A,A,B,B,D,B,C,D,A,C,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,D,C,A,A,D,D,B,D,D,C,D,C,D,C,B,A,B,A,C,D,,,D,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0335.jpg,Done,Error in reading groups: RollNo,13170,HW,B,923111,A,C,A,B,B,A,A,B,A,A,B,B,C,A,D,D,C,B,B,C,A,A,B,D,D,C,A,C,C,A,D,C,C,C,A,C,B,D,B,B,C,C,B,B,A,A,D,C,B,D,B,A,B,D,B,B,A,C,C,C,D,C,C,A,D,B,B,D,D,D,D,A,A,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,D,C,C,A,D,D,B,D,D,D,D,C,C,C,B,D,B,B,D,D,C,A,A,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0336.jpg,Done,Error in reading groups: RollNo,13198,HW,B,923112,B,A,B,C,D,D,A,B,C,B,B,C,A,A,D,B,C,C,D,B,C,D,A,A,A,B,D,C,D,A,A,C,D,A,B,A,B,B,C,A,A,C,D,C,B,D,C,C,A,C,B,D,C,B,C,A,C,A,B,C,A,D,C,D,C,D,B,C,D,A,B,C,D,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,C,D,A,A,C,B,B,C,D,A,A,C,C,B,A,A,B,B,D,A,A,C,C,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0337.jpg,Done,Error in reading groups: RollNo,13171,HW,B,923115,B,,,A,,,,,,C,C,,,,,B,C,,,,,A,B,A,D,,,A,C,C,D,D,,A,,,B,,B,,,,D,A,,B,C,A,D,D,B,A,D,B,C,D,A,D,C,D,A,,D,,D,B,B,D,A,A,D,A,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,A,D,D,B,D,D,D,C,C,,C,D,,,B,C,D,A,,,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0338.jpg,Done,Error in reading groups: RollNo,13172,HW,B,923116,A,,,B,,,D,C,D,,C,D,,,D,B,,,,,,A,,C,,B,D,,,C,D,B,,C,A,,,,D,,,D,B,,D,A,C,A,"A,D","C,D",,A,,D,D,D,A,D,,C,B,,,D,,B,B,D,A,D,A,A,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,B,,,C,C,A,,,,D,,,,D,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0339.jpg,Done,Error in reading groups: RollNo,13173,HW,B,923117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,C,A,D,D,,,,D,,,,D,C,,,,,A,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,D,,A,D,C,,,C,,,B,,,B,,D,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0340.jpg,Done,Error in reading groups: RollNo,13180,HW,B,923119,A,C,C,A,A,D,A,B,A,B,C,D,A,A,D,,C,B,B,,D,A,B,C,D,A,D,C,B,A,D,B,D,C,A,B,B,C,C,A,,C,C,B,D,A,C,D,A,D,A,C,B,D,C,D,A,D,C,C,A,C,C,A,D,B,B,D,C,A,A,B,D,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,,A,C,D,B,D,A,D,D,C,A,D,B,C,A,B,,D,D,C,A,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0341.jpg,Done,Error in reading groups: RollNo,13174,HW,B,923125,B,C,B,,A,C,B,D,,B,C,A,C,B,,B,,D,,A,C,,C,D,D,C,B,B,A,C,,A,C,,C,C,,B,C,B,A,B,,D,A,B,C,A,D,D,B,C,B,C,B,D,A,B,C,,A,C,D,A,,,B,,A,D,D,A,C,D,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,A,D,D,B,D,D,D,C,C,A,C,B,C,A,B,C,D,,,D,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0342.jpg,Done,Error in reading groups: RollNo,13175,HW,B,923128,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,C,,,,,A,,,,,,,,,,A,,C,A,D,D,,C,,,,,,D,C,C,,A,C,,,A,,D,B,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,A,D,,A,D,C,,C,C,,,,,,B,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0343.jpg,Manually Updated,Error in reading groups: RollNo,13083,HW,B,923219,,,A,A,,,A,B,C,A,C,B,,D,A,D,,B,,,B,A,B,D,C,A,D,C,D,D,D,B,,A,,B,,B,A,C,A,C,B,C,D,B,C,B,A,D,C,A,D,D,C,D,A,D,C,C,B,,C,A,,B,B,D,A,D,A,A,A,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,C,,B,A,D,A,,A,C,C,B,D,B,B,D,D,A,,D,B,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0344.jpg,Done,Error in reading groups: RollNo,13084,HW,B,923223,B,A,,C,A,,,,,,D,,,,,,,B,,,,,,,A,,,C,,,,,,,,,,A,,,,C,D,,,,,A,A,,,,D,,,,,,C,,,,C,,D,B,,D,A,B,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,C,,,,D,D,,A,,C,A,,,,,,,D,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0345.jpg,Done,Error in reading groups: RollNo,13090,HW,B,923224,A,C,D,B,A,C,B,B,C,A,A,B,C,D,B,B,C,D,A,C,A,C,B,B,D,C,D,C,A,C,D,A,B,B,C,A,D,C,D,B,D,C,C,C,D,"A,B",B,C,A,D,C,A,C,D,B,C,A,D,B,C,C,C,B,A,B,C,D,D,A,C,B,A,C,D,B,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,D,B,D,D,A,D,D,C,D,C,B,C,A,D,B,C,A,D,B,C,B,D,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0346.jpg,Done,Error in reading groups: RollNo,13086,HW,B,923225,B,A,A,C,D,A,B,B,A,C,B,A,D,,A,D,A,B,D,C,D,A,B,,C,A,D,A,D,C,D,A,D,C,B,A,D,,A,B,,C,B,C,A,B,A,B,A,C,B,C,B,D,A,C,A,D,C,B,B,,C,A,D,B,B,D,D,,D,D,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,D,B,A,D,D,B,B,D,D,A,C,B,C,,,B,,,D,A,C,A,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image0347.jpg,Done,Error in reading groups: RollNo,12338,HW,B,923226,C,B,A,B,C,A,C,B,D,B,D,A,C,,,,,,,B,C,D,D,A,A,C,A,B,B,A,D,C,A,A,A,B,C,A,A,,,D,C,C,B,A,A,D,C,"A,B",,,B,B,B,A,A,C,C,B,B,C,B,A,D,B,D,B,C,C,B,D,C,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,B,B,D,D,B,D,D,D,A,D,A,D,B,A,B,C,D,D,D,D,D,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
